"","Date","Tweets.published","impressions","engagements","taux.d‚..engagement","Retweets","r√.ponses","J.aime","clics.sur.le.profil.de.l.utilisateur","clics.sur.l.URL","clics.sur.le.hashtag","ouvertures.des.d√.tails","clics.sur.le.permalien","ouvertures.d.application","installations.de.l.application","abonnements.","envoyer.le.Tweet.par.email","composer.le.num√.ro","vues.du.m√.dia","engagements.avec.le.m√.dia","impressions.sponsoris√.","engagements.sponsoris√.","taux.d‚..engagement.sponsoris√.","Retweets.sponsoris√.","r√.ponses.sponsoris√.","J.aime.sponsoris√.","clics.sur.le.profil.de.l.utilisateur.sponsoris√.","clics.sur.l.URL.sponsoris√.","clics.sur.le.hashtag.sponsoris√.","ouvertures.des.d√.tails.sponsoris√.","clics.sur.le.permalien.sponsoris√.","ouvertures.d.application.sponsoris√.","installations.de.l.application.sponsoris√.","abonnements..sponsoris√.","envoyer.le.Tweet.par.email.sponsoris√.","composer.le.num√.ro.sponsoris√.","vues.du.m√.dia.sponsoris√.","engagements.avec.le.m√.dia.sponsoris√."
"269","2021-06-26",0,139,1,0.00719424460431655,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"270","2021-06-27",0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"271","2021-06-28",0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"272","2021-06-29",0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"273","2021-06-30",0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"274","2021-07-01",1,63,4,0.0634920634920635,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"275","2021-07-02",0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"276","2021-07-03",0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"277","2021-07-04",0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"278","2021-07-05",0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"279","2021-07-06",1,306,2,0.0065359477124183,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"280","2021-07-07",0,797,4,0.00501882057716437,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"281","2021-07-08",1,450,5,0.0111111111111111,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"282","2021-07-09",0,285,1,0.00350877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"283","2021-07-10",0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"284","2021-07-11",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"285","2021-07-12",0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"286","2021-07-13",1,112,2,0.0178571428571429,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"287","2021-07-14",0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"288","2021-07-15",0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"289","2021-07-16",0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"290","2021-07-17",0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"291","2021-07-18",0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"292","2021-07-19",0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"293","2021-07-20",0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"294","2021-07-21",0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"295","2021-07-22",1,307,6,0.0195439739413681,1,0,1,0,0,0,3,0,0,0,0,0,0,11,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"296","2021-07-23",0,87,2,0.0229885057471264,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"297","2021-07-24",0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"298","2021-07-25",0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"299","2021-07-26",0,112,1,0.00892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"300","2021-07-27",1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"301","2021-07-28",0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"302","2021-07-29",1,255,9,0.0352941176470588,1,0,1,0,3,0,1,0,0,0,0,0,0,5,3,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"303","2021-07-30",0,218,9,0.0412844036697248,0,0,1,2,4,0,0,0,0,0,0,0,0,4,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"304","2021-07-31",0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"305","2021-08-01",0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"306","2021-08-02",0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"307","2021-08-03",1,167,3,0.0179640718562874,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"308","2021-08-04",0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"309","2021-08-05",1,138,2,0.0144927536231884,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"310","2021-08-06",0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"311","2021-08-07",0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"312","2021-08-08",0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"313","2021-08-09",0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"314","2021-08-10",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"315","2021-08-11",0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"316","2021-08-12",0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"317","2021-08-13",0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"318","2021-08-14",0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"319","2021-08-15",0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"320","2021-08-16",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"321","2021-08-17",0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"322","2021-08-18",0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"323","2021-08-19",1,89,3,0.0337078651685393,1,0,0,0,0,0,2,0,0,0,0,0,0,8,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"324","2021-08-20",0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"325","2021-08-21",0,12,1,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"326","2021-08-22",0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"327","2021-08-23",0,129,1,0.00775193798449612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"328","2021-08-24",0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"329","2021-08-25",1,93,1,0.010752688172043,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"330","2021-08-26",1,134,3,0.0223880597014925,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"331","2021-08-27",0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"332","2021-08-28",0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"333","2021-08-29",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"334","2021-08-30",0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"335","2021-08-31",1,311,6,0.0192926045016077,2,0,3,0,0,0,1,0,0,0,0,0,0,3,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"336","2021-09-01",0,222,3,0.0135135135135135,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"337","2021-09-02",0,105,1,0.00952380952380952,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"338","2021-09-03",0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"339","2021-09-04",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"340","2021-09-05",0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"341","2021-09-06",0,111,1,0.00900900900900901,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"342","2021-09-07",3,1231,47,0.0381803411860276,3,0,4,6,1,2,6,0,0,0,0,0,0,25,25,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"343","2021-09-08",1,320,13,0.040625,0,0,3,0,0,1,0,0,0,0,0,0,0,12,9,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"344","2021-09-09",0,199,9,0.0452261306532663,0,0,1,0,0,0,0,0,0,0,0,0,0,12,8,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"345","2021-09-10",0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"346","2021-09-11",0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"347","2021-09-12",0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"348","2021-09-13",0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"349","2021-09-14",1,119,3,0.0252100840336134,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"350","2021-09-15",0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"351","2021-09-16",0,77,3,0.038961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"352","2021-09-17",1,139,4,0.0287769784172662,0,0,1,1,1,0,1,0,0,0,0,0,0,10,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"353","2021-09-18",0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"354","2021-09-19",0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"355","2021-09-20",0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"356","2021-09-21",0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"357","2021-09-22",0,39,4,0.102564102564103,0,0,0,2,1,0,1,0,0,0,0,0,0,6,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"358","2021-09-23",1,93,4,0.043010752688172,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"359","2021-09-24",0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"360","2021-09-25",0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"361","2021-09-26",0,77,7,0.0909090909090909,0,0,0,0,0,0,1,0,0,0,0,0,0,11,6,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"362","2021-09-27",0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"363","2021-09-28",1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"364","2021-09-29",0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"365","2021-09-30",1,98,2,0.0204081632653061,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"366","2021-10-01",0,178,2,0.0112359550561798,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"367","2021-10-02",0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"368","2021-10-03",0,20,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"369","2021-10-04",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"370","2021-10-05",1,287,17,0.0592334494773519,2,0,4,4,4,0,1,0,0,0,0,0,0,39,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"371","2021-10-06",0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"372","2021-10-07",1,154,3,0.0194805194805195,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"373","2021-10-08",0,70,6,0.0857142857142857,1,0,3,0,1,0,0,0,0,0,0,0,0,4,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"374","2021-10-09",0,40,2,0.05,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"375","2021-10-10",0,37,3,0.0810810810810811,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"376","2021-10-11",0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"377","2021-10-12",1,74,2,0.027027027027027,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"378","2021-10-13",0,37,1,0.027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"379","2021-10-14",1,54,3,0.0555555555555556,0,0,1,0,0,0,1,0,0,0,0,0,0,7,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"380","2021-10-15",0,59,1,0.0169491525423729,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"381","2021-10-16",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"382","2021-10-17",0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"383","2021-10-18",0,113,1,0.00884955752212389,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"384","2021-10-19",1,81,4,0.0493827160493827,1,0,0,0,2,0,0,0,0,0,0,0,0,6,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"385","2021-10-20",0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"386","2021-10-21",1,63,8,0.126984126984127,1,0,0,0,4,0,1,0,0,0,0,0,0,7,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"387","2021-10-22",1,81,14,0.172839506172839,0,0,4,0,1,0,3,0,0,0,0,0,0,6,6,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"388","2021-10-23",0,14,5,0.357142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"389","2021-10-24",0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"390","2021-10-25",0,62,1,0.0161290322580645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"391","2021-10-26",0,124,8,0.0645161290322581,0,0,1,1,0,0,0,0,0,0,0,0,0,24,6,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"392","2021-10-27",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"393","2021-10-28",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"394","2021-10-29",1,132,2,0.0151515151515152,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"395","2021-10-30",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"396","2021-10-31",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"397","2021-11-01",0,53,1,0.0188679245283019,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"398","2021-11-02",0,33,1,0.0303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"399","2021-11-03",1,575,10,0.0173913043478261,2,0,5,0,0,0,2,0,0,0,0,0,0,1,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"400","2021-11-04",2,590,12,0.0203389830508475,1,0,0,2,0,0,7,0,0,0,0,0,0,5,2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"401","2021-11-05",0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"402","2021-11-06",0,15,2,0.133333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"403","2021-11-07",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"404","2021-11-08",0,65,1,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"405","2021-11-09",1,98,5,0.0510204081632653,0,0,0,1,1,0,2,0,0,0,0,0,0,3,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"406","2021-11-10",0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"407","2021-11-11",0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"408","2021-11-12",0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"409","2021-11-13",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"410","2021-11-14",0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"411","2021-11-15",0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"412","2021-11-16",0,7,1,0.142857142857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"413","2021-11-17",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
