"Identifiant du Tweet","Permalien du Tweet","Texte du Tweet","heure","impressions","engagements","taux d’engagement","Retweets","réponses","J'aime","clics sur le profil de l'utilisateur","clics sur l'URL","clics sur le hashtag","ouvertures des détails","clics sur le permalien","ouvertures d'application","installations de l'application","abonnements ","envoyer le Tweet par email","composer le numéro","vues du média","engagements avec le média","impressions sponsorisé","engagements sponsorisé","taux d’engagement sponsorisé","Retweets sponsorisé","réponses sponsorisé","J'aime sponsorisé","clics sur le profil de l'utilisateur sponsorisé","clics sur l'URL sponsorisé","clics sur le hashtag sponsorisé","ouvertures des détails sponsorisé","clics sur le permalien sponsorisé","ouvertures d'application sponsorisé","installations de l'application sponsorisé","abonnements  sponsorisé","envoyer le Tweet par email sponsorisé","composer le numéro sponsorisé","vues du média sponsorisé","engagements avec le média sponsorisé"
"1397903907595108359","https://twitter.com/groupe_onx/status/1397903907595108359","Pour réussir votre projet #AR industriel, commencez par déterminer les problématiques auxquelles devront répondre votre solution.💡

🔹Pour plus de conseils, téléchargez notre Livre Blanc réalisé avec notre partenaire @PTC : https://t.co/IQNejzSaqn

#réalitéaugmentée #industrie40 https://t.co/t85oGAMJsG","2021-05-27 13:13 +0000","623.0","6.0","0.009630818619582664","1.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1395648879111151617","https://twitter.com/groupe_onx/status/1395648879111151617","📢 Notre partenaire américain @PTC présentera son nouveau service Vuforia Instruct lors d'un live ce jeudi 27 mai !

#AR #AugmentedReality #Industrie40 #Innovation https://t.co/o1BC8Twe8X","2021-05-21 07:53 +0000","699.0","3.0","0.004291845493562232","0.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1394631135779508224","https://twitter.com/groupe_onx/status/1394631135779508224","Nos équipes #recrutement participent au @ForumToulouse Technologies, du 20/05 au 07/06 à Toulouse. L'occasion de vous présenter nos offres d'emploi à Paris, Toulouse et Lyon #Réseaux #Telecoms #Cybersécurité #DevOps 
Inscription 👉https://t.co/WedKqep5hE https://t.co/LeNMjvrb6o","2021-05-18 12:29 +0000","674.0","8.0","0.011869436201780416","0.0","0.0","1.0","0.0","0.0","1.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1391776250340028421","https://twitter.com/groupe_onx/status/1391776250340028421","Chaque mois, nos experts #RGPD décryptent l’actualité liée à la #ViePrivée et à la protection des #DonnéesPersonnelles dans notre newsletter « Conseil #DPO ». 🧐📰
Retrouvez en vidéo les sujets abordés ce mois-ci ! 🎞
https://t.co/mzsdTmghQR","2021-05-10 15:24 +0000","735.0","6.0","0.00816326530612245","1.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1390597571530346500","https://twitter.com/groupe_onx/status/1390597571530346500","Découvrez l'article de Nicolas Cantu @crc321402475165, notre expert en #Blockchain et #cryptomonnaies , paru dans la newsletter 21 Millions. L'occasion de tout comprendre au sujet de Taproot, la dernière mise à jour du #Bitcoin. https://t.co/MUsIuFjSp2","2021-05-07 09:21 +0000","1026.0","9.0","0.008771929824561403","1.0","0.0","3.0","3.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1389556502877384705","https://twitter.com/groupe_onx/status/1389556502877384705","Découvrez dans notre #livreblanc, réalisé avec notre partenaire PTC, quelles sont les « 6 étapes pour réussir votre projet #AR » et ainsi, accélérer votre ROI ! https://t.co/aODkr71U81
#réalitéaugmentée #expérienceAR #opérateuraugmenté #industrie40 #usinedufutur #PTC https://t.co/iYb6M9shLf","2021-05-04 12:24 +0000","630.0","4.0","0.006349206349206349","0.0","0.0","0.0","0.0","1.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
