"Identifiant du Tweet","Permalien du Tweet","Texte du Tweet","heure","impressions","engagements","taux d’engagement","Retweets","réponses","J'aime","clics sur le profil de l'utilisateur","clics sur l'URL","clics sur le hashtag","ouvertures des détails","clics sur le permalien","ouvertures d'application","installations de l'application","abonnements ","envoyer le Tweet par email","composer le numéro","vues du média","engagements avec le média","impressions sponsorisé","engagements sponsorisé","taux d’engagement sponsorisé","Retweets sponsorisé","réponses sponsorisé","J'aime sponsorisé","clics sur le profil de l'utilisateur sponsorisé","clics sur l'URL sponsorisé","clics sur le hashtag sponsorisé","ouvertures des détails sponsorisé","clics sur le permalien sponsorisé","ouvertures d'application sponsorisé","installations de l'application sponsorisé","abonnements  sponsorisé","envoyer le Tweet par email sponsorisé","composer le numéro sponsorisé","vues du média sponsorisé","engagements avec le média sponsorisé"
"1387711303238799360","https://twitter.com/groupe_onx/status/1387711303238799360","#ISO27701 : Comment faire rimer #RGPD avec #Sécurité ?  Réponse dans notre guide, réalisé avec notre partenaire Synelience 👉https://t.co/4frPYAFHO9 #DPO #privacy https://t.co/I5CbZpIQS1","2021-04-29 10:12 +0000","624.0","2.0","0.003205128205128205","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1385252510546399236","https://twitter.com/groupe_onx/status/1385252510546399236","Retrouvez dans le rapport d'activité 2020 de @cybervictimes les chiffres et tendances des #cybermenaces. https://t.co/cWoyjpWQJj
Et vous, êtes vous suffisamment paré à une #cyberattaque ? Demandez un diagnostic de votre niveau de #sécurité 👉https://t.co/e5eY7xAKyo","2021-04-22 15:21 +0000","620.0","2.0","0.0032258064516129032","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1381979917106155521","https://twitter.com/groupe_onx/status/1381979917106155521","📢 Dans le cadre de notre développement dans la #cybersécurité, nous recherchons de nouveaux talents pour accompagner nos clients dans la région parisienne ou toulousaine. Retrouvez sur notre site toutes nos offres d'emploi en CDI (H/F) : https://t.co/X30nnwZK8a
#reconfinement https://t.co/WdSxhcsOgm","2021-04-13 14:37 +0000","1054.0","5.0","0.004743833017077799","0.0","0.0","0.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1380134619262160912","https://twitter.com/groupe_onx/status/1380134619262160912","Chaque mois, nos experts #RGPD décryptent l’actualité liée à la #ViePrivée et à la protection des #DonnéesPersonnelles dans notre newsletter « Conseil #DPO ». 🧐📰
Retrouvez en vidéo les sujets abordés ce mois-ci ! 🎞
https://t.co/tugpjnhrw6","2021-04-08 12:25 +0000","840.0","16.0","0.01904761904761905","3.0","0.0","4.0","0.0","4.0","0.0","3.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1379389357900115972","https://twitter.com/groupe_onx/status/1379389357900115972","Connaissez-vous les #NFT ? Ces jetons non fongibles s'appuient sur la #blockchain pour présenter une authenticité et une #traçabilité incontestables et inviolables. Une véritable révolution pour le marché de l'#ArtNumérique. Article de l'Usine Nouvelle : https://t.co/cumDJgLLrc","2021-04-06 11:03 +0000","618.0","8.0","0.012944983818770227","0.0","0.0","2.0","1.0","1.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1377592106064211969","https://twitter.com/groupe_onx/status/1377592106064211969","Suite aux annonces d'hier, les poissons d'avril resteront confinés cette année. Chez ON-X, nous restons optimistes et mobilisés pour vous accompagner dans vos projets de #transformation numérique. Bon #1eravril et bon courage pour ce nouveau #confinement. https://t.co/xkBi2KXpBn https://t.co/X9D0zBvROk","2021-04-01 12:02 +0000","759.0","7.0","0.00922266139657444","0.0","0.0","1.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
